1	0	0.00021842	0.0001192	0.00016635	6.8091e-05	0.00021437	0.00022816	0.00022538	0.00013767	0.00012333	0.00014117	0.00021299	0.00025146	3.5983e-05	0.00017127	0.00019705	0.00030532	0.00055596	0.00010217	0.00071139	0.0003456	0.00018867	0.0002666	6.0245e-05	0.00023741	9.4876e-05	0.0001218	5.5711e-05	0.00012343	0.00016939	0.00016626	0.00013362	0.00016161	0.00019852	0.00023472	0.00028234	4.6264e-05	0.00019337	0.00022023	0.00035079	0.0007319	4.3789e-05	0.0007715	0.00035469	0.00020124	0.0001275	1.8826e-05
2	0.011276	0.0015313	0.00085875	0.00097436	0.00038997	0.00096468	0.0011788	0.0012414	0.00095961	0.0011653	0.0012397	0.0013344	0.0019455	0.00040095	0.0011768	0.0012287	0.0022217	0.0045814	0.00059115	0.0059616	0.002501	0.0012955	0.0019937	0.00056103	0.0015194	0.00082956	0.0010219	0.00056639	0.0010069	0.0013448	0.0011121	0.0010244	0.0012801	0.0013191	0.0016039	0.0019632	0.00049862	0.001232	0.0012634	0.0021048	0.0045744	0.00058385	0.0064526	0.0026374	0.0011697	0.0016923	0.00015061
3	0.022551	0.0039576	0.0022454	0.0025013	0.0011854	0.0027836	0.0034121	0.0030333	0.0024618	0.0031897	0.0032734	0.0038642	0.0050821	0.0010898	0.0033314	0.0034368	0.0060609	0.012351	0.0013939	0.016733	0.0065845	0.0035218	0.0050769	0.0017622	0.0041048	0.0021505	0.0025339	0.0013866	0.0023516	0.0034743	0.0031479	0.0025266	0.0031641	0.0035425	0.0039381	0.0053292	0.0011617	0.003464	0.0034947	0.005879	0.012527	0.0014596	0.015961	0.0069574	0.0031696	0.005216	0.0003577
4	0.033827	0.0074333	0.0043984	0.0047797	0.0021634	0.0055023	0.0067619	0.0060704	0.0048912	0.0058605	0.0066041	0.007711	0.0099349	0.0018403	0.006801	0.0067751	0.011713	0.024343	0.0029777	0.032784	0.014142	0.0066536	0.0098989	0.0036561	0.0080648	0.0042281	0.0052045	0.0023584	0.0048169	0.0064888	0.0060039	0.0052799	0.0062773	0.0070938	0.0075154	0.0095908	0.0022258	0.0064032	0.0068678	0.011498	0.024631	0.0027295	0.032994	0.01246	0.006792	0.00998	0.00056856
5	0.045102	0.012089	0.0071181	0.0079494	0.0036429	0.0089517	0.010914	0.01009	0.0082518	0.0099645	0.010901	0.012492	0.015824	0.0032796	0.01032	0.011122	0.018702	0.039269	0.0047949	0.054416	0.022145	0.01049	0.01734	0.0057458	0.013001	0.0070379	0.0084336	0.0040081	0.0080617	0.011	0.0099831	0.0086891	0.010279	0.012149	0.012884	0.016918	0.0038348	0.010237	0.011562	0.01982	0.041226	0.0044665	0.052582	0.021964	0.0089553	0.016865	0.00087355
6	0.056378	0.018333	0.010969	0.011674	0.0053389	0.01347	0.016991	0.01537	0.012163	0.015025	0.016129	0.018808	0.024815	0.0051045	0.015469	0.016419	0.028635	0.058447	0.0068603	0.080847	0.03204	0.015911	0.024597	0.0086112	0.019589	0.010164	0.012563	0.005797	0.012054	0.016449	0.015492	0.012981	0.015072	0.017192	0.019891	0.024564	0.0051507	0.016503	0.016761	0.029675	0.060255	0.0077361	0.079064	0.032295	0.014087	0.024967	0.0012689
7	0.067653	0.025731	0.015136	0.017256	0.0075364	0.018521	0.023107	0.021392	0.017415	0.020495	0.022715	0.025346	0.033532	0.0067391	0.021828	0.023594	0.039646	0.079489	0.01005	0.10857	0.043491	0.02147	0.034125	0.012094	0.026941	0.014195	0.017827	0.0083814	0.016403	0.022675	0.021315	0.017779	0.021379	0.023871	0.027632	0.034362	0.0075359	0.022066	0.023206	0.040984	0.085618	0.010196	0.1082	0.045782	0.020011	0.033742	0.0014496
8	0.078929	0.034811	0.020038	0.022158	0.0099846	0.024481	0.030968	0.028246	0.022581	0.027253	0.030175	0.035539	0.044694	0.0088159	0.02832	0.030885	0.051943	0.10781	0.013159	0.14585	0.058906	0.028388	0.045356	0.015897	0.036426	0.018858	0.024377	0.011099	0.022467	0.030287	0.028427	0.02378	0.028269	0.032491	0.036473	0.045338	0.0094533	0.029922	0.030601	0.05386	0.11154	0.013589	0.14257	0.059534	0.026174	0.04487	0.0019994
9	0.090204	0.043994	0.025999	0.028539	0.013361	0.031338	0.03997	0.03616	0.028995	0.035792	0.038945	0.04471	0.057814	0.011736	0.036171	0.039132	0.067593	0.13863	0.017034	0.18596	0.075949	0.03557	0.057562	0.020619	0.045739	0.023965	0.031197	0.014472	0.028603	0.038688	0.036611	0.031343	0.035894	0.041557	0.04651	0.058273	0.012203	0.037922	0.039787	0.070496	0.14509	0.017049	0.18441	0.075777	0.035092	0.057898	0.0021688
10	0.10148	0.0552	0.032513	0.036328	0.016781	0.04	0.049214	0.045249	0.036534	0.043418	0.048496	0.056094	0.073206	0.014861	0.044707	0.049373	0.083515	0.17124	0.021617	0.23056	0.097122	0.044852	0.072758	0.02586	0.058227	0.029682	0.039209	0.017954	0.035914	0.048402	0.046202	0.03868	0.046025	0.05158	0.05795	0.072231	0.015457	0.046988	0.049564	0.087185	0.17644	0.021624	0.22556	0.095867	0.042764	0.073361	0.0027863
