ITEM: TIMESTEP
10000000
ITEM: NUMBER OF ATOMS
6086
ITEM: BOX BOUNDS pp pp pp
-29.5011 29.5011
-29.5011 29.5011
-29.5011 29.5011
ITEM: ATOMS id mol type x y z 
6002 46 3 -8.2049 2.48863 9.14353 
6003 46 3 -7.98623 3.112 9.6492 
2206 14 3 -4.86202 3.75334 9.38016 
2205 14 3 -5.49871 3.56699 9.18072 
6012 46 3 -5.75288 3.63348 9.40315 
6013 46 3 -5.66709 4.17304 10.3252 
2116 13 2 -4.30693 3.46239 9.40359 
2209 14 3 -3.62043 2.59907 8.55147 
2207 14 3 -4.12087 3.41396 9.59454 
2208 14 3 -3.43508 2.83563 9.00033 
2114 13 2 -4.20871 3.85803 8.54515 
2099 13 3 -1.3194 2.71761 8.82675 
2216 14 3 -1.2385 3.66074 8.9004 
2215 14 3 -1.7938 2.90286 8.6322 
5987 46 3 -9.00255 5.24055 10.071 
5989 46 3 -8.49448 4.70135 8.62992 
5977 46 3 -9.60789 5.4526 10.0113 
5976 46 3 -8.98244 6.18927 9.74351 
5986 46 3 -9.68873 5.29161 10.4758 
5983 46 3 -9.79889 5.83758 10.3948 
5985 46 3 -9.73106 5.94514 10.4724 
5988 46 3 -8.68864 4.57224 9.61374 
5991 46 3 -7.86888 5.28256 8.64526 
5990 46 3 -7.78004 5.26545 8.97513 
5972 46 3 -7.43543 6.30426 10.0198 
1458 8 2 -5.20245 6.08762 8.87436 
6068 46 3 -2.44707 6.22591 8.90906 
2112 13 2 -3.96889 5.13987 8.67734 
2111 13 2 -3.54603 6.1863 8.70253 
2115 13 3 -3.42397 5.23966 8.60941 
2270 14 5 -1.91336 5.3538 9.72812 
2220 14 1 -1.99215 6.22241 9.06199 
2219 14 3 -0.976035 4.9287 9.08545 
5975 46 3 -8.66517 6.75022 9.84791 
1459 8 3 -6.40116 7.99769 9.48068 
5974 46 3 -8.24755 6.33011 9.46883 
5973 46 3 -7.51783 6.51577 10.1511 
2677 19 1 -4.88094 7.02509 8.52205 
1457 8 3 -5.56558 6.64824 8.88768 
6026 46 3 -6.00194 6.8047 10.3865 
6027 46 3 -5.66528 7.11187 10.0362 
6028 46 3 -5.6049 7.50953 9.05202 
6062 46 3 -5.87802 7.82752 8.45104 
1472 8 3 -3.40192 7.89703 9.80736 
1474 8 3 -2.8866 8.09553 8.44017 
1473 8 3 -2.69254 7.30255 9.56406 
2109 13 3 -4.10472 6.36441 8.73405 
2221 14 1 -1.56122 7.34427 9.74601 
6069 46 3 -1.59581 6.35044 8.43506 
1477 8 2 -1.35078 8.1758 9.02051 
1478 8 2 -1.2977 8.21531 9.81022 
1479 8 3 -1.26716 7.92864 10.1851 
2265 14 2 -1.52305 7.95332 10.4218 
6029 46 3 -5.5327 8.69583 9.30421 
6030 46 3 -4.96322 9.04864 9.33792 
1467 8 2 -4.33258 10.2643 8.81659 
6031 46 3 -5.51611 9.10743 10.3709 
1471 8 3 -3.74742 9.30399 10.2404 
1470 8 2 -3.37616 9.30228 9.48014 
2266 14 2 -0.817634 9.55775 9.97717 
2249 14 3 -1.77921 9.98917 8.79962 
2246 14 3 -1.14765 9.72076 10.5279 
2250 14 6 -1.95504 9.65605 9.64033 
1480 8 3 -0.520278 9.59433 9.56057 
2263 14 3 -1.39878 9.13895 9.52617 
2247 14 3 -0.392361 10.1418 9.58463 
2686 19 2 -5.56907 11.3373 9.09169 
1469 8 3 -4.27061 10.6749 9.25511 
1468 8 2 -3.49482 10.8787 9.25376 
2682 19 1 -3.5388 12.0221 8.68152 
1487 8 2 -1.82545 12.4462 9.61504 
2684 19 2 -4.92413 13.0793 9.05824 
6086 46 3 -0.62265 14.2017 8.57576 
1486 8 2 -1.5303 12.8598 9.22633 
4464 31 2 -7.57806 0.969794 11.9697 
4463 31 3 -6.75354 0.911205 11.0625 
4461 31 2 -5.91237 0.247705 11.8811 
4462 31 2 -5.99747 0.950371 11.3821 
2166 13 3 -2.63891 1.04112 11.1919 
4706 32 3 -3.78116 1.44687 10.7247 
2167 13 2 -2.84416 0.142078 12.0672 
2168 13 3 -2.41351 0.223556 11.7648 
3846 27 3 -3.00643 0.101216 12.2225 
4471 31 3 -3.31157 1.5866 11.6509 
2169 13 3 -2.28823 1.13104 12.0106 
3842 27 2 -3.91029 0.396001 10.9922 
2170 13 3 -1.50194 1.47749 11.3002 
3845 27 2 -1.60952 0.118692 11.4907 
2171 13 3 -1.25462 1.01581 11.0782 
4479 31 3 -1.91136 1.83415 12.376 
6005 46 3 -9.88696 4.05887 10.8311 
5969 46 3 -6.70918 4.0999 11.7195 
5968 46 3 -6.72938 4.01985 12.3852 
2119 13 2 -3.95885 4.12241 11.8517 
4470 31 3 -2.57485 2.87318 11.0604 
4468 31 2 -3.17238 2.99526 11.0148 
4478 31 3 -2.09036 3.93801 11.3512 
2225 14 3 -1.05512 3.10839 10.9198 
4469 31 2 -1.71124 3.68383 12.2375 
2224 14 1 -1.55421 3.65595 11.2885 
5984 46 3 -9.37535 5.30772 11.0185 
5982 46 3 -9.88627 6.08313 11.0251 
5978 46 3 -9.99755 5.99437 10.8541 
5970 46 3 -6.85797 4.89713 11.2158 
6014 46 3 -7.46268 4.63561 12.5204 
5971 46 3 -6.88535 5.89308 10.5378 
6017 46 3 -7.76624 5.93082 12.2598 
2118 13 2 -3.9251 4.88195 12.0285 
2117 13 3 -3.35212 5.52447 11.0281 
2229 14 3 -0.857372 4.98543 11.0248 
2227 14 3 -0.599128 5.02683 11.4609 
2226 14 3 -0.44179 4.56436 10.8439 
2228 14 3 -1.05879 5.11594 11.2635 
5980 46 3 -10.1966 6.9383 10.7184 
5981 46 3 -10.4261 6.62212 10.8548 
5979 46 3 -9.81709 6.88354 10.7129 
6018 46 3 -7.14541 6.69528 12.5557 
6025 46 3 -5.68102 6.89566 11.0656 
6022 46 3 -4.65903 6.81001 12.4881 
6024 46 3 -5.33132 7.0917 11.6344 
6023 46 3 -4.19592 7.72993 12.3673 
2269 14 5 -1.06347 6.55685 10.9135 
2268 14 2 -1.00998 7.5124 10.6994 
6035 46 3 -4.89865 10.4142 11.2048 
6034 46 3 -4.4565 9.62959 11.1334 
6033 46 3 -5.18872 9.2228 10.9631 
6036 46 3 -4.69762 10.2654 10.5431 
6032 46 3 -5.60416 9.27311 10.9174 
2244 14 3 -0.198604 9.47392 12.4426 
2245 14 2 -1.00408 9.90371 12.4405 
2264 14 2 -1.51603 8.47837 10.8747 
5951 46 3 -8.39136 0.0630953 12.6705 
5952 46 3 -7.77014 0.344775 12.9592 
5954 46 3 -6.66963 0.233906 13.4258 
5955 46 3 -6.50358 0.880522 13.0992 
5953 46 3 -6.56323 0.0837316 13.2117 
5956 46 3 -5.85658 1.64004 13.2719 
5957 46 3 -5.32078 1.73938 13.822 
5958 46 3 -4.69677 1.63095 13.8135 
4472 31 3 -3.13833 1.94692 13.3216 
4480 31 2 -1.39227 1.27851 13.8182 
5963 46 3 -8.58014 3.1884 14.1579 
5964 46 3 -8.8565 3.10023 13.9022 
5965 46 3 -7.84084 3.82105 13.0028 
5967 46 3 -6.74007 3.85698 12.8708 
5962 46 3 -7.22869 3.06582 13.8814 
5961 46 3 -6.45107 2.92989 13.4677 
5960 46 3 -6.02699 3.36113 14.0064 
5959 46 3 -5.09092 2.31038 13.4494 
2120 13 3 -2.99884 2.90273 13.1812 
4473 31 3 -3.84883 2.83078 14.3848 
4475 31 3 -3.17047 3.68671 14.2621 
4476 31 2 -4.18365 3.78066 13.1338 
4477 31 2 -3.13407 4.06432 12.9743 
2098 13 3 -1.97293 4.01346 13.8918 
2233 14 3 -0.472143 3.74279 12.9209 
4481 31 2 -1.72461 2.77102 13.7491 
2232 14 3 -0.199395 3.8824 13.0303 
5966 46 3 -7.39499 4.33416 13.2401 
4474 31 2 -2.66047 4.41452 14.7356 
2121 13 2 -2.03749 4.26906 13.8946 
2089 13 3 -0.0337339 4.89164 12.6924 
2235 14 2 -1.69349 5.04475 14.0295 
2234 14 2 -0.613774 4.46436 13.3878 
6016 46 3 -8.61203 6.5297 12.8523 
6015 46 3 -8.27205 6.38089 13.5573 
6019 46 3 -6.06169 7.21729 12.9533 
6020 46 3 -5.57613 6.86992 13.3386 
6021 46 3 -5.38439 6.38596 13.1562 
2237 14 3 -2.1217 6.74031 14.5154 
2239 14 2 -0.240841 8.40293 13.6098 
2236 14 3 -1.41805 6.84463 14.4657 
2238 14 3 -1.73103 8.07424 14.3824 
2240 14 3 -0.560067 8.94401 13.3814 
2243 14 3 -0.734348 8.54355 13.3966 
2242 14 3 -0.377031 9.03304 13.2579 
2097 13 3 -1.99343 4.09069 15.9338 
2096 13 3 -0.720083 3.9554 16.3589 
2090 13 3 -0.679794 5.1601 15.0219 
2095 13 3 -0.0595053 4.2927 16.4961 
1757 10 2 1.26092 -4.89117 -15.2067 
1761 10 3 1.72425 -2.74278 -15.041 
5503 39 2 3.78382 -0.218765 -15.4557 
5523 39 2 7.19997 -0.625944 -14.7578 
2393 15 3 1.62407 -8.53333 -13.2965 
2395 15 3 1.8913 -8.9028 -13.5785 
2394 15 3 2.46639 -8.2218 -13.0386 
1755 10 2 0.600493 -3.39087 -14.4861 
1751 10 6 1.18516 -4.08645 -12.7254 
1754 10 1 2.04121 -2.95818 -13.0689 
1753 10 2 1.8044 -2.18924 -13.7752 
1766 10 2 1.93769 -2.26224 -14.0491 
1762 10 2 0.362262 -3.11747 -12.6942 
1758 10 3 2.18424 -4.03708 -13.7163 
5844 44 3 4.17839 -2.75687 -12.8595 
5845 44 3 3.62653 -3.33268 -13.1351 
5846 44 3 3.37598 -2.84067 -13.2334 
1760 10 4 2.38476 -3.61157 -13.6846 
1759 10 3 2.39591 -3.6856 -13.8195 
5847 44 3 4.28792 -3.19815 -14.0162 
5848 44 3 4.40719 -2.90716 -14.7189 
5849 44 3 4.26988 -3.35648 -13.4412 
1764 10 3 0.0293254 -1.47037 -13.2424 
1765 10 3 0.194668 -1.93953 -13.7994 
5499 39 2 1.89724 -1.89066 -14.0302 
1784 10 2 0.611508 -0.183952 -13.4792 
1770 10 2 2.04886 -0.267087 -13.6575 
1786 10 2 1.54488 -0.33867 -12.9444 
1767 10 2 1.08798 -1.44672 -12.8546 
1763 10 2 0.0686826 -2.04826 -13.5735 
5498 39 2 1.54807 -0.990732 -13.1475 
1769 10 2 0.940853 -1.46549 -12.7637 
5501 39 3 2.42708 -1.24096 -14.2843 
5533 39 2 2.83914 -0.494403 -13.669 
5500 39 3 2.28982 -1.53716 -13.1662 
5527 39 2 4.88745 -0.672885 -14.0765 
5524 39 3 6.09215 -1.28775 -13.8336 
5528 39 3 4.51097 -0.401855 -14.0827 
5284 37 3 8.27644 -2.08775 -12.6487 
5522 39 2 6.61709 -0.923023 -14.1778 
5286 37 3 8.64444 -1.04568 -12.7063 
5287 37 3 9.09696 -1.90846 -13.019 
2397 15 1 3.52198 -10.6985 -10.7934 
2396 15 2 1.86181 -9.71628 -12.5613 
1743 10 2 0.72488 -9.61536 -11.2448 
2399 15 3 3.61114 -8.47118 -12.1609 
2398 15 2 3.00127 -9.84594 -12.1096 
5254 37 3 6.0648 -8.96955 -11.6286 
2392 15 2 0.850126 -6.72995 -12.5833 
1748 10 3 1.33991 -7.14624 -10.7728 
1742 10 3 0.00611907 -8.24092 -11.6261 
1741 10 2 0.0215067 -6.77003 -10.9813 
1747 10 3 1.20193 -7.7003 -10.6109 
2400 15 3 3.95515 -7.24 -11.2376 
1716 10 2 2.75698 -6.598 -10.6623 
2401 15 3 4.6753 -7.67201 -10.7518 
5252 37 3 6.92228 -8.38974 -10.6847 
1717 10 3 1.37347 -6.27984 -11.0774 
1750 10 3 0.417314 -5.09614 -12.298 
1749 10 3 1.28468 -5.12423 -12.1002 
5259 37 3 5.56356 -5.13064 -10.5677 
5267 37 1 4.5968 -5.95346 -11.3412 
5268 37 3 5.35408 -5.1568 -11.807 
5272 37 3 8.23159 -4.38041 -10.696 
5273 37 3 8.91256 -4.78971 -11.1309 
5275 37 3 9.85758 -5.60484 -10.8328 
5278 37 2 9.31286 -4.85795 -11.6689 
5274 37 2 8.58322 -5.53561 -10.7436 
5281 37 3 8.72988 -4.34954 -10.7314 
1316 7 3 0.970829 -3.55478 -11.1273 
1317 7 3 0.269256 -3.67291 -12.2963 
1313 7 2 0.400542 -2.19843 -11.6996 
1314 7 3 1.31338 -2.35157 -11.7001 
1315 7 3 1.40961 -2.86066 -11.0401 
5850 44 2 4.06234 -4.11702 -11.6344 
5852 44 4 3.99636 -3.17323 -12.0169 
5851 44 3 4.13267 -3.52559 -11.4526 
5856 44 3 3.03692 -2.9632 -10.6863 
5855 44 3 3.46375 -3.23705 -10.9394 
5854 44 3 4.15071 -2.60473 -11.1798 
1752 10 2 3.45874 -3.7688 -12.5027 
5270 37 3 6.28595 -3.46652 -10.9758 
5269 37 3 5.38718 -2.94104 -11.0747 
5271 37 3 7.08553 -3.22782 -11.131 
5289 37 3 7.27421 -2.62333 -12.2665 
5279 37 3 9.76904 -3.6558 -10.6471 
5282 37 2 8.4469 -3.12847 -12.0322 
5285 37 3 8.54657 -2.3586 -11.9646 
5379 38 2 8.50938 -2.98329 -11.0275 
5377 38 3 9.23947 -2.26693 -11.5828 
5375 38 1 10.8177 -3.15502 -11.7855 
1771 10 2 2.72101 -0.500388 -11.7881 
5843 44 3 4.78042 -1.93624 -11.5957 
5291 37 3 5.33462 -0.0170926 -11.6919 
5853 44 3 4.45783 -1.88459 -10.9054 
5525 39 3 5.50746 -1.41103 -12.0912 
5292 37 3 5.0552 -0.298999 -11.3888 
5283 37 3 7.82342 -2.03344 -11.7587 
5288 37 2 7.62721 -1.52363 -12.0069 
5290 37 3 6.82069 -0.922728 -11.8832 
5306 37 3 6.68365 -1.47426 -11.0091 
5304 37 2 7.95739 -0.470648 -11.2385 
5305 37 2 6.46638 -0.173223 -11.2667 
5378 38 2 9.67919 -1.21632 -11.0496 
5376 38 3 10.3642 -1.92675 -11.0597 
757 4 3 3.03262 -12.8754 -8.51111 
758 4 2 4.38316 -12.6795 -9.6679 
759 4 3 3.86231 -12.5645 -8.50436 
1744 10 3 0.933596 -8.69262 -9.07192 
1719 10 2 2.03622 -9.22961 -8.8938 
799 4 2 0.0625891 -9.56938 -8.65713 
1723 10 3 2.58727 -9.26374 -9.02775 
1722 10 3 3.852 -9.2853 -9.75265 
1720 10 3 3.32383 -8.71118 -9.02873 
1721 10 3 3.40038 -9.15335 -9.94563 
5253 37 3 6.2483 -8.45899 -10.4744 
5250 37 3 5.26199 -9.16792 -9.18125 
5251 37 3 5.87132 -8.86046 -9.07863 
5249 37 3 5.36588 -8.82787 -8.7293 
764 4 3 6.17927 -9.9377 -8.45156 
5247 37 3 7.83973 -8.94872 -8.61605 
5246 37 3 8.12181 -8.72781 -9.25615 
5245 37 3 7.73411 -8.96066 -8.52406 
1746 10 3 1.7266 -8.0836 -9.96581 
1738 10 3 0.0869678 -6.44923 -9.83921 
2384 15 2 0.836553 -7.6739 -9.27421 
1734 10 3 1.74714 -6.4865 -9.95446 
1735 10 3 1.94533 -7.1047 -9.1253 
1737 10 3 0.00394111 -7.43916 -9.54067 
1736 10 3 0.636987 -7.42734 -9.07695 
1718 10 3 2.31951 -7.1065 -10.1135 
5266 37 5 2.70352 -6.50608 -8.84194 
5255 37 3 4.95115 -7.89016 -10.3306 
2402 15 3 4.44524 -7.76098 -10.1063 
1715 10 3 4.74868 -6.43268 -9.6252 
2368 15 3 5.61099 -7.77281 -9.79327 
2369 15 3 6.01306 -7.29381 -9.36808 
1714 10 3 4.66136 -6.71472 -9.98347 
2367 15 4 5.46944 -8.00731 -8.85333 
5243 37 3 7.09309 -8.3326 -8.57265 
5244 37 3 7.42186 -8.35531 -8.60148 
1739 10 2 0.0428122 -5.39568 -9.67518 
3295 25 3 0.156741 -5.37625 -9.22565 
3293 25 2 0.69719 -6.30071 -9.63799 
1732 10 2 0.810515 -5.92074 -8.73448 
1709 10 2 1.04045 -5.9009 -8.54065 
1733 10 3 1.28135 -5.76762 -10.2791 
3294 25 3 0.896861 -5.76991 -9.37367 
1727 10 2 3.54798 -6.02958 -9.48756 
2366 15 2 4.07037 -5.67534 -8.71103 
1729 10 3 2.41208 -5.75653 -8.7118 
1713 10 2 3.2119 -5.97708 -10.0022 
1712 10 3 3.06402 -6.08536 -8.84949 
5265 37 1 2.80003 -4.54748 -9.14332 
1711 10 2 3.27792 -5.61162 -8.9769 
1710 10 2 3.15268 -4.32006 -9.22457 
5257 37 3 4.3052 -5.6984 -8.56 
5260 37 3 5.9503 -4.53104 -10.2025 
2365 15 3 4.54486 -4.66882 -10.0099 
5860 44 3 5.188 -5.52314 -8.66155 
5867 44 2 7.00642 -5.34475 -8.71619 
5863 44 3 7.08614 -5.18704 -10.2464 
5862 44 2 6.75105 -5.61165 -10.0562 
5865 44 2 7.78274 -5.45251 -9.58727 
5861 44 3 6.52136 -5.94514 -9.50575 
5864 44 3 7.12028 -5.74632 -9.94262 
5866 44 2 7.88618 -4.96563 -9.73946 
5276 37 3 8.87903 -4.82907 -10.0918 
5277 37 2 9.60843 -4.33458 -10.2811 
1322 7 2 0.0735435 -2.85383 -10.516 
1329 7 3 0.421405 -2.22742 -9.09654 
5857 44 3 2.99321 -3.36594 -9.35926 
5873 44 3 2.89879 -3.65265 -8.47634 
1730 10 2 2.29243 -3.44018 -8.97375 
5261 37 3 5.07991 -3.18368 -9.73705 
2363 15 3 5.85304 -2.69721 -9.83164 
2361 15 2 7.24187 -3.74625 -8.44059 
5280 37 3 9.61645 -3.52558 -9.84535 
5380 38 1 10.2475 -2.1671 -10.2437 
5338 37 2 8.87962 -3.99694 -9.11622 
5339 37 2 8.57464 -2.77319 -9.14429 
55 1 2 9.61942 -2.28025 -9.01818 
5328 37 3 9.8733 -2.89467 -8.60313 
5837 44 3 1.77989 -0.975232 -8.69137 
1327 7 2 0.00819364 -0.443196 -8.56153 
4053 28 3 0.50885 -1.74708 -8.71609 
4054 28 3 0.911648 -1.49795 -8.74665 
1324 7 3 1.70717 -1.07411 -10.1766 
1323 7 2 0.858133 -0.790498 -10.2575 
1328 7 2 0.102325 -0.374852 -8.43835 
1325 7 2 1.55369 -0.120244 -9.52377 
5839 44 3 3.73945 -0.659554 -9.55787 
5262 37 3 2.94228 -2.09154 -9.179 
5838 44 3 2.61664 -0.779894 -9.09093 
5263 37 1 2.91461 -1.97004 -8.87543 
5842 44 3 5.32237 -1.54168 -10.1491 
5310 37 2 4.91889 -0.295409 -8.50241 
5841 44 8 5.48906 -1.20144 -9.91762 
5840 44 3 4.85264 -1.56616 -9.42515 
2364 15 2 5.93897 -1.9172 -9.47614 
5374 38 3 8.3768 -2.0155 -9.99003 
5373 38 2 7.46606 -1.79599 -9.70176 
5308 37 2 6.73604 -0.502985 -8.81979 
5307 37 2 7.20694 -1.2539 -9.96168 
5327 37 3 9.26607 -1.56053 -9.12227 
5372 38 2 10.1395 -0.386217 -10.2095 
33 1 5 9.72511 -0.630174 -8.49652 
60 1 2 10.3375 -0.169647 -8.65816 
56 1 2 10.2452 -1.74265 -9.38454 
5382 38 2 9.22444 -0.741639 -8.88192 
5381 38 3 8.56837 -1.46555 -10.2868 
5367 38 3 12.8324 -0.1416 -9.08764 
5368 38 3 13.1175 -0.185422 -9.89583 
752 4 3 1.6386 -13.0935 -7.57538 
750 4 3 0.645827 -13.5881 -7.42716 
753 4 3 1.99787 -14.0455 -7.25818 
754 4 3 1.64851 -14.1571 -7.73671 
751 4 3 1.4268 -13.5655 -7.51478 
755 4 3 2.19857 -14.0799 -7.6781 
756 4 3 3.061 -13.0848 -7.60561 
768 4 2 4.59037 -13.4079 -6.82836 
760 4 2 3.94226 -10.8155 -7.98706 
3351 25 2 3.87653 -10.6799 -8.30693 
766 4 3 5.83504 -11.1729 -8.14955 
767 4 3 5.54771 -12.3378 -8.29328 
769 4 2 5.36559 -11.1328 -7.20316 
772 4 3 4.41074 -10.6831 -7.34654 
798 4 2 1.00055 -9.62454 -8.40084 
800 4 2 1.99697 -8.84298 -8.07201 
3310 25 2 0.942709 -8.57069 -6.49695 
797 4 3 0.434837 -9.3933 -6.97651 
3309 25 3 0.577179 -8.85942 -6.78289 
761 4 3 3.92733 -8.93866 -7.28763 
773 4 3 4.08844 -9.6738 -6.40564 
771 4 2 4.14405 -9.81717 -7.70459 
5248 37 3 5.90608 -8.97692 -7.99021 
762 4 3 6.15949 -9.73103 -8.03779 
765 4 3 4.91272 -9.60223 -7.11235 
3352 25 3 4.79983 -9.69168 -7.89036 
3350 25 3 5.16291 -10.2464 -7.60231 
770 4 2 4.70745 -10.2327 -6.91964 
3340 25 2 5.58377 -8.5948 -6.5321 
763 4 2 6.38781 -9.40506 -7.20619 
3353 25 3 6.96684 -9.26417 -6.90257 
3349 25 3 7.73039 -9.64328 -6.3878 
2326 15 3 9.64553 -9.62402 -7.42993 
2327 15 2 9.77996 -9.8845 -7.85233 
801 4 5 0.985648 -7.6894 -8.24258 
1726 10 2 1.53474 -8.0503 -7.83096 
1725 10 3 1.44444 -7.35487 -7.9379 
802 4 2 0.300412 -8.05797 -7.29865 
3301 25 2 0.251086 -7.74361 -6.66614 
3302 25 2 0.261386 -6.9562 -8.37323 
2403 15 3 3.74215 -7.78405 -8.25885 
1745 10 2 2.7553 -7.88193 -7.91383 
2404 15 3 3.99487 -7.04262 -8.006 
1724 10 2 2.12389 -7.75571 -7.38463 
2383 15 2 2.41977 -7.8063 -6.56596 
2349 15 2 4.86672 -6.70076 -7.58633 
3339 25 2 4.72864 -7.6272 -6.9406 
3341 25 2 5.76287 -7.45643 -7.21749 
2370 15 2 7.50569 -8.03997 -7.55478 
2345 15 2 6.60322 -7.35926 -6.5293 
2330 15 2 9.53762 -7.15774 -6.50336 
2329 15 2 9.87416 -7.49031 -6.66871 
2328 15 3 9.81468 -8.21318 -7.05297 
5342 37 6 11.3269 -6.69944 -6.44389 
2332 15 1 11.8336 -7.10518 -6.83561 
2380 15 2 1.41037 -5.11841 -6.60849 
1728 10 2 1.47378 -4.85551 -7.64516 
1708 10 2 0.142874 -5.77177 -7.04109 
1731 10 2 1.03011 -5.14849 -7.75058 
5256 37 3 3.18155 -5.46285 -6.89429 
5258 37 3 3.87144 -4.2994 -7.49414 
2405 15 3 2.84522 -6.19764 -7.38237 
2382 15 1 3.06925 -5.60871 -6.9795 
5859 44 2 3.5947 -6.05258 -7.38491 
2381 15 2 3.66006 -5.59199 -6.51347 
2342 15 2 5.90083 -5.21777 -8.1372 
2343 15 3 5.54671 -5.98106 -7.32554 
2359 15 2 6.17774 -5.64436 -7.50214 
5858 44 2 4.32346 -5.49343 -8.21301 
2356 15 2 5.95749 -4.23821 -7.80215 
2358 15 3 5.74004 -4.75804 -6.9657 
2340 15 3 8.16588 -5.0993 -8.07657 
2362 15 2 6.616 -4.60342 -8.03284 
2360 15 3 6.67276 -5.73178 -8.08621 
5868 44 3 6.3575 -4.86306 -7.73911 
2357 15 2 6.5188 -4.70713 -6.90906 
2341 15 5 7.56895 -5.2338 -7.07962 
2339 15 2 9.12758 -5.43076 -7.14822 
5340 37 2 9.60274 -5.6802 -6.79608 
5341 37 3 9.89065 -6.00331 -7.77885 
2331 15 3 9.91363 -6.02017 -6.60929 
5875 44 2 1.96806 -3.29701 -6.59712 
301 2 3 0.943192 -2.76717 -6.64311 
300 2 3 0.80061 -3.07301 -6.35135 
5720 42 1 3.23812 -2.30138 -6.43657 
5874 44 2 3.11543 -3.99472 -7.43182 
5871 44 3 4.0556 -4.00107 -8.25621 
5872 44 2 3.63528 -4.0541 -8.15138 
5264 37 1 2.27054 -2.34453 -7.95437 
5832 44 3 3.01439 -2.15292 -6.73598 
5721 42 2 2.24734 -3.96578 -6.93671 
304 2 2 2.28211 -2.82866 -6.40949 
5331 37 3 5.96142 -3.1036 -6.66528 
5870 44 2 6.16192 -3.93538 -8.05207 
5333 37 2 6.67582 -3.62578 -7.20802 
5330 37 3 7.09724 -3.66675 -7.74206 
5332 37 3 6.56818 -3.01593 -7.10436 
5334 37 2 7.34971 -4.00059 -7.13513 
5337 37 2 8.49862 -3.6034 -7.34775 
5329 37 3 8.49751 -3.59313 -8.21341 
5336 37 2 8.75708 -4.08046 -6.90169 
54 1 2 10.2944 -2.98798 -6.71906 
2826 21 2 10.508 -2.56972 -7.75197 
2828 21 3 11.5007 -3.29723 -6.63205 
5362 38 3 12.3804 -2.41666 -6.62199 
2827 21 2 12.0628 -2.78735 -7.24248 
5722 42 1 1.8181 -1.03564 -7.40528 
4055 28 3 1.39326 -0.282338 -7.55756 
5836 44 3 1.5415 -0.434132 -8.17078 
303 2 3 0.741924 -2.01679 -6.67819 
302 2 3 0.704749 -2.01347 -6.75257 
5723 42 1 2.44509 -1.38209 -7.25048 
5322 37 3 5.99659 -0.456358 -7.41752 
5384 38 5 5.06812 -0.5726 -7.86067 
62 1 3 8.19671 -1.06709 -7.59808 
5383 38 3 7.31217 -0.791556 -8.28852 
5325 37 3 8.32714 -0.264361 -8.00262 
63 1 2 6.88262 -1.61536 -6.99886 
5326 37 3 9.06066 -0.855787 -8.22425 
61 1 3 10.3519 -1.33539 -7.94214 
2825 21 3 10.011 -1.08742 -7.25047 
57 1 3 9.90424 -1.4298 -8.23383 
59 1 2 11.4028 -0.857183 -8.02721 
35 1 3 10.7898 -0.189936 -7.92559 
36 1 2 11.0716 -1.44621 -6.67309 
58 1 3 10.776 -1.79098 -8.2592 
29 1 5 10.8662 -0.421661 -7.14837 
5364 38 3 12.7631 -1.2523 -7.70934 
5363 38 3 13.2547 -2.09546 -6.94888 
2831 21 2 12.7821 -1.86759 -6.32914 
1831 11 5 1.28812 -13.9322 -4.53267 
1900 11 4 0.180779 -13.5335 -4.42068 
1886 11 2 4.69447 -13.1973 -5.36506 
3357 25 2 6.71207 -13.5002 -5.04971 
777 4 3 1.62264 -10.8806 -4.7945 
776 4 2 1.51723 -10.8443 -5.42828 
1888 11 2 3.94915 -12.0956 -5.6345 
1889 11 2 4.76218 -11.9973 -4.68432 
3324 25 3 4.75463 -10.7703 -4.30744 
1887 11 2 4.39317 -12.0657 -4.88244 
1817 11 2 4.77096 -11.9054 -4.2526 
3356 25 2 7.72213 -12.0208 -5.09946 
3355 25 2 7.46398 -11.5941 -5.80131 
3343 25 3 9.26176 -11.1308 -5.79131 
3344 25 3 9.85179 -10.7644 -6.09065 
3347 25 2 11.0885 -10.5986 -5.11541 
794 4 3 0.842727 -8.64917 -4.48498 
779 4 2 1.20258 -10.128 -5.42275 
778 4 3 0.607541 -10.4563 -4.64789 
3317 25 2 1.83403 -8.62252 -4.75809 
3318 25 2 1.08647 -10.2267 -5.03343 
796 4 3 0.401681 -10.3534 -5.70985 
774 4 3 3.62206 -9.98981 -5.89675 
3325 25 2 4.02279 -10.1026 -5.29377 
3319 25 2 2.82566 -8.52584 -4.41266 
3321 25 2 2.625 -9.46924 -4.85556 
3320 25 1 2.71366 -9.9736 -4.83833 
3322 25 2 2.69165 -9.78106 -4.50549 
3354 25 2 6.40394 -10.2719 -5.68876 
5345 37 2 8.32719 -8.99705 -4.85291 
5344 37 1 7.43268 -9.91609 -6.07452 
3327 25 3 6.69161 -8.45814 -4.89789 
3329 25 3 7.8699 -8.70813 -4.66699 
3342 25 3 7.15755 -9.01808 -5.97474 
3345 25 3 10.2141 -10.5092 -4.82624 
3348 25 2 9.96989 -9.94373 -6.19662 
2325 15 3 9.20002 -9.9593 -6.10532 
3346 25 3 10.7786 -10.1754 -4.27539 
3311 25 3 0.766477 -7.94132 -6.04754 
3314 25 3 0.799658 -7.09539 -5.30841 
3315 25 3 0.931353 -7.91634 -4.56064 
3313 25 2 0.517212 -7.59392 -5.90665 
