ITEM: TIMESTEP
10000000
ITEM: NUMBER OF ATOMS
6086
ITEM: BOX BOUNDS pp pp pp
-29.5011 29.5011
-29.5011 29.5011
-29.5011 29.5011
ITEM: ATOMS id mol type x y z 
3866 27 3 -2.42074 -4.93591 14.0224 
4564 31 2 -3.40775 -4.21669 12.8574 
4446 31 1 -2.81998 -5.31159 12.9694 
3867 27 3 -2.67511 -5.80319 14.2867 
3870 27 3 -0.749685 -5.72048 14.5593 
4729 33 2 -1.78027 -4.86353 12.8722 
3868 27 3 -1.8998 -5.89505 13.7723 
3864 27 2 -2.06572 -5.05606 14.347 
4730 33 2 -0.86925 -5.30228 13.5538 
4728 33 3 -1.82794 -5.5388 12.9133 
4571 31 3 -6.91768 -3.2921 13.8505 
4572 31 3 -6.67702 -4.198 14.1719 
4455 31 3 -6.6066 -3.25612 12.9381 
4567 31 2 -5.45918 -3.52457 14.3042 
4568 31 3 -4.93653 -4.15933 14.2021 
4569 31 2 -5.19865 -3.27469 13.8434 
4566 31 3 -5.65683 -3.31045 13.9085 
4570 31 3 -5.80707 -4.00941 14.6692 
3850 27 3 -2.83229 -2.67159 13.1133 
3865 27 3 -1.10827 -3.69179 14.3814 
4727 33 2 -0.146958 -4.03205 14.5 
3862 27 3 -1.19313 -2.82299 13.4216 
3863 27 4 -1.01379 -3.63406 13.2201 
3861 27 3 -1.13875 -2.81528 13.177 
3849 27 2 -2.54249 -1.67424 13.7334 
3847 27 3 -3.89543 -0.96486 14.2438 
3841 27 2 -3.50146 -0.230476 13.4194 
3840 27 3 -3.28598 -0.417003 13.1738 
2144 13 3 -0.187368 -1.6941 14.7017 
2142 13 3 -0.205196 -1.42835 13.2227 
3844 27 5 -1.04466 -0.201768 13.567 
3834 27 2 -0.488549 -1.10413 13.2285 
2143 13 3 -0.10636 -1.1293 14.0185 
3838 27 2 -1.9493 -2.05674 12.717 
3871 27 3 -0.324954 -6.88339 15.133 
2147 13 3 -0.638081 -2.19635 15.9803 
3848 27 2 -4.42605 -1.65625 15.0004 
342 2 3 -6.87986 1.45896 -14.8233 
1296 7 3 -2.48868 1.51903 -14.8028 
1303 7 3 -0.135232 0.219378 -14.9713 
5537 39 5 -0.11209 1.66272 -15.1923 
1304 7 3 -0.0190653 0.131932 -15.8028 
1305 7 2 -0.0627953 0.00926371 -15.4802 
1280 7 4 -4.19159 4.62328 -14.9457 
1394 7 2 -9.4721 0.446108 -12.996 
1395 7 3 -9.90625 0.32276 -13.9546 
343 2 3 -7.15277 1.33635 -14.1981 
341 2 3 -6.61806 1.86301 -14.0882 
1286 7 2 -6.48671 0.156219 -13.9435 
1291 7 2 -5.13308 0.89614 -12.7711 
1284 7 3 -4.56038 1.63035 -13.5224 
340 2 3 -6.30842 1.54516 -12.9714 
1285 7 3 -5.19663 0.404191 -13.086 
344 2 3 -6.09939 1.62604 -13.8574 
1290 7 2 -4.53551 1.58965 -12.7963 
1278 7 2 -3.65341 1.68268 -14.4411 
1293 7 3 -3.23148 1.82889 -12.6899 
1297 7 3 -3.17796 1.77571 -14.7145 
1294 7 3 -2.69664 1.99992 -12.8754 
1341 7 2 -3.04202 0.17435 -13.5404 
1298 7 3 -2.84231 1.65833 -14.5349 
1310 7 2 -1.02233 0.589196 -14.6222 
1299 7 1 -1.23529 0.857852 -13.6299 
1295 7 3 -1.8503 1.72169 -13.8985 
1301 7 2 -1.95069 0.423434 -13.2384 
1300 7 2 -1.98837 0.920315 -13.6205 
5538 39 3 -1.23142 1.85016 -13.5324 
1283 7 3 -4.29991 2.69574 -13.7597 
348 2 2 -5.07338 2.50624 -12.7887 
355 2 2 -5.79065 4.18636 -13.935 
345 2 2 -4.6531 2.51755 -13.0813 
1281 7 2 -3.92297 3.22666 -14.0285 
1279 7 2 -4.11072 3.74877 -14.3064 
1282 7 3 -4.07661 3.50665 -14.3259 
354 2 3 -6.14057 4.66173 -14.1081 
353 2 3 -6.17504 4.97587 -13.7979 
1265 7 3 -3.61521 5.2349 -12.9413 
1214 6 2 -1.2148 4.22593 -12.7568 
5488 39 3 -0.0809434 4.21883 -13.3939 
1213 6 3 -0.401969 4.40639 -12.8784 
2030 12 3 -6.72778 7.99676 -12.6644 
2027 12 2 -5.25083 7.67362 -12.979 
2028 12 2 -5.39478 7.38257 -13.8469 
2029 12 3 -5.64031 7.11409 -13.1838 
1253 7 3 -0.379997 7.75456 -13.2245 
372 2 2 -9.57298 1.91591 -10.8109 
363 2 2 -6.55687 1.65967 -11.2204 
1390 7 3 -7.45913 0.325542 -10.6853 
1391 7 2 -8.35609 0.497296 -11.2399 
1392 7 2 -7.86728 0.898214 -12.3486 
336 2 2 -5.25253 2.10579 -11.1575 
1288 7 3 -5.6272 1.65774 -11.8767 
335 2 6 -5.27685 1.68945 -11.5824 
364 2 2 -5.73714 1.37045 -11.5493 
1386 7 2 -6.23372 0.187147 -11.6722 
1287 7 3 -5.05213 0.101461 -12.0961 
346 2 2 -4.49378 1.87191 -11.7859 
1384 7 2 -5.33817 0.0289369 -10.5852 
1289 7 3 -5.52748 1.20793 -12.3612 
1277 7 3 -3.93242 1.42688 -12.3558 
1292 7 2 -3.44816 1.98185 -12.3073 
1340 7 2 -3.0514 0.183067 -11.9932 
1342 7 3 -3.50894 0.548346 -12.3332 
1339 7 3 -1.99217 0.691266 -12.3833 
376 2 3 -10.776 2.79261 -11.669 
377 2 2 -11.7428 3.30162 -10.7617 
375 2 3 -10.7596 2.6169 -11.6893 
374 2 3 -10.0153 2.43498 -11.8623 
371 2 3 -9.50136 3.31248 -10.7454 
357 2 3 -6.50811 3.9802 -11.138 
370 2 2 -8.41244 3.68099 -10.9858 
368 2 2 -7.51529 3.82954 -10.845 
362 2 2 -4.96764 3.29117 -10.5942 
337 2 2 -5.54856 2.24532 -11.1841 
339 2 3 -5.75751 2.37778 -11.7841 
1216 6 2 -3.46517 3.30656 -12.4313 
349 2 2 -3.92121 3.42712 -11.5132 
350 2 3 -3.38622 2.94121 -12.2452 
5539 39 3 -2.23595 3.27445 -11.7013 
5486 39 3 -0.348918 3.5169 -12.087 
1215 6 2 -1.98161 4.12963 -12.5716 
369 2 3 -8.75186 5.25271 -11.2501 
356 2 3 -6.45338 4.50398 -12.2463 
359 2 2 -6.65044 5.03231 -10.915 
352 2 2 -4.40896 4.35671 -10.5951 
1266 7 2 -5.08341 5.54451 -11.0914 
5541 39 2 -3.96251 5.32003 -12.0064 
351 2 4 -2.31163 5.91431 -10.8019 
1264 7 3 -3.05767 4.28034 -11.0299 
5542 39 3 -3.69678 5.53525 -10.714 
5482 39 1 -1.82296 4.44131 -11.0508 
1263 7 1 -0.178496 4.33615 -11.1345 
1255 7 3 -0.57965 5.57162 -11.7532 
2025 12 2 -6.53087 7.51473 -10.5858 
2031 12 3 -6.69404 7.8268 -12.3615 
2045 12 4 -7.10384 8.0891 -10.6906 
2023 12 2 -5.72688 7.42553 -11.3249 
2026 12 3 -5.80967 7.50604 -11.3791 
2035 12 3 -5.59654 7.73805 -10.7303 
5756 42 1 -4.66444 8.22585 -10.5521 
5755 42 2 -2.563 7.40898 -12.4094 
5759 42 1 -3.44505 6.93171 -11.6172 
5760 42 1 -0.168489 7.64836 -10.7768 
5480 39 1 -0.936983 7.03928 -10.7766 
2037 12 3 -6.44897 9.05764 -11.244 
2032 12 3 -6.0952 8.68768 -11.542 
5754 42 1 -4.31416 9.58843 -11.3417 
2038 12 3 -6.14645 9.79698 -11.1536 
5757 42 1 -3.27762 9.26015 -10.7198 
5758 42 1 -2.75092 8.66137 -11.3955 
542 3 1 -1.3639 8.88218 -11.4752 
2044 12 5 -5.04948 10.625 -11.2323 
561 3 2 -3.98206 11.8046 -11.6746 
563 3 3 -4.12459 11.4017 -11.5126 
564 3 3 -3.88017 11.5038 -10.6208 
2083 12 1 -10.9871 1.55274 -9.16011 
380 2 1 -10.568 0.96535 -8.99516 
1966 12 5 -8.93546 1.64837 -9.0667 
382 2 2 -8.82876 0.477403 -8.73329 
2017 12 2 -6.48176 1.17158 -10.233 
1389 7 3 -6.68599 0.550716 -10.4053 
338 2 2 -5.61254 1.58429 -9.62477 
365 2 3 -5.66019 1.59512 -9.64741 
1971 12 4 -6.31603 1.68437 -8.68353 
347 2 2 -4.71415 1.63163 -9.74747 
1275 7 3 -2.83275 1.71853 -10.0036 
1276 7 2 -2.66048 1.494 -10.0915 
1230 6 3 -0.402206 0.232305 -9.11648 
1226 6 3 -0.733892 1.08189 -9.18872 
1234 6 3 -0.855066 2.03281 -8.8958 
378 2 2 -11.0468 3.88629 -10.0468 
373 2 3 -9.58688 2.26128 -10.0657 
379 2 3 -10.2146 2.13674 -9.46023 
1973 12 2 -6.932 2.76188 -9.26903 
1974 12 3 -7.79915 3.80661 -9.0948 
2018 12 2 -7.04439 2.17912 -9.98195 
2019 12 2 -6.68508 3.35915 -9.69213 
366 2 3 -6.26922 2.63119 -9.96612 
2062 12 2 -5.74297 2.29128 -8.5954 
1217 6 3 -2.99733 2.68965 -8.82786 
1269 7 2 -4.19142 4.12901 -10.0838 
1220 6 2 -2.33611 4.07132 -8.71638 
5485 39 2 -0.1089 3.99075 -10.2148 
1222 6 3 -0.913208 2.61802 -8.61997 
1258 7 8 -1.566 3.99513 -10.5278 
1271 7 2 -1.50916 4.04621 -9.79336 
1259 7 2 -0.683937 2.13491 -10.0939 
1229 6 3 -1.0958 3.02532 -8.62302 
1274 7 2 -1.75366 3.37964 -10.5335 
1228 6 3 -1.11121 3.25693 -8.43643 
1235 6 2 -1.41187 3.22314 -9.79148 
1262 7 5 -0.250351 3.47567 -9.72902 
1260 7 3 -0.642928 2.79741 -10.2446 
367 2 3 -7.06747 4.66219 -9.23553 
1975 12 3 -7.74206 4.56393 -8.72648 
2050 12 3 -8.37183 5.03055 -9.2686 
2049 12 2 -6.98451 4.68565 -9.28644 
360 2 2 -5.91631 4.56822 -9.7608 
358 2 3 -6.29227 4.86908 -10.3119 
2021 12 2 -5.51029 5.5712 -9.0939 
2020 12 2 -5.60294 4.86229 -9.29482 
1267 7 3 -4.29736 5.31935 -9.93957 
361 2 2 -4.133 4.33296 -10.3489 
1272 7 3 -3.27526 4.58675 -9.37935 
1268 7 2 -4.15993 4.51188 -8.90324 
5481 39 1 -2.47816 5.71147 -9.93028 
5540 39 2 -3.13886 5.36699 -10.3509 
1273 7 2 -3.30487 5.15161 -9.51554 
1270 7 3 -3.50631 4.25579 -9.12574 
5478 39 3 -2.44727 5.99307 -8.66667 
5762 42 1 -2.69567 5.7715 -9.8843 
1257 7 2 -0.462815 5.6106 -9.91551 
5763 42 1 -2.09759 5.34694 -8.96366 
2053 12 2 -8.56756 7.02919 -9.30881 
2022 12 3 -6.96241 6.51863 -8.67776 
2046 12 2 -7.54571 7.31164 -10.0366 
2024 12 3 -6.27128 7.53924 -10.4925 
2036 12 3 -4.79415 7.0307 -9.46872 
2034 12 3 -4.45588 6.83526 -9.59143 
2033 12 3 -4.85951 7.13179 -9.59016 
2043 12 2 -4.53678 8.30829 -9.32987 
5753 42 1 -3.78915 8.31805 -8.86965 
562 3 2 -3.69944 8.11683 -9.24223 
5761 42 1 -2.36522 7.39045 -9.17525 
558 3 3 -1.43736 7.80775 -8.92236 
1075 6 2 -0.552967 6.43948 -8.77684 
548 3 3 -0.233136 7.99381 -9.313 
1256 7 4 -0.838716 6.83884 -10.3084 
2042 12 3 -4.42889 9.3803 -10.1387 
2040 12 3 -5.22392 9.65097 -10.0181 
2041 12 3 -4.45154 9.64657 -10.2486 
2039 12 3 -5.9518 10.1683 -9.94229 
3586 26 2 -4.49868 9.6704 -8.81985 
560 3 3 -3.09589 10.3208 -10.3565 
559 3 3 -2.39878 8.87519 -9.21257 
543 3 2 -0.34746 8.95521 -9.07506 
545 3 4 -0.01356 8.6295 -8.55453 
3602 26 3 -7.47247 11.9151 -9.47238 
3603 26 3 -6.75601 11.3344 -9.89585 
3601 26 3 -6.18578 10.8672 -8.70358 
3600 26 3 -5.2245 10.6206 -9.10867 
3599 26 2 -5.40449 11.9149 -8.90936 
565 3 3 -4.14884 11.3555 -10.1895 
568 3 2 -2.54592 11.8277 -8.70709 
493 3 3 -2.38174 10.7414 -8.72967 
567 3 3 -3.50984 11.3843 -9.3104 
566 3 3 -3.87154 11.6455 -10.1244 
3605 26 2 -3.51262 12.399 -8.85656 
573 3 3 -1.26368 12.2895 -9.18827 
574 3 3 -0.818933 12.288 -9.17542 
570 3 3 -3.11205 13.008 -8.7562 
571 3 3 -3.02562 13.3813 -9.12523 
572 3 3 -1.60368 12.7923 -9.31344 
3126 24 3 -13.7881 0.436854 -6.90838 
3125 24 3 -13.5582 0.727237 -7.97179 
3124 24 3 -13.6267 1.92823 -7.28662 
3127 24 3 -13.6053 0.17691 -6.47015 
2084 12 2 -10.8365 1.09977 -8.1145 
3116 24 3 -11.0373 0.894961 -6.96087 
1967 12 2 -8.94399 1.0737 -7.26548 
1968 12 3 -8.84879 1.47517 -8.27638 
1969 12 3 -8.33101 0.980789 -8.33342 
1970 12 3 -7.62037 1.73178 -7.45831 
1965 12 3 -7.47104 1.65776 -7.50489 
390 2 3 -6.91483 0.0497276 -7.97785 
1370 7 2 -3.19773 0.0889245 -7.31856 
1233 6 3 -0.774998 1.58765 -8.00479 
1224 6 2 -0.717364 1.41638 -8.38364 
278 2 2 -1.06013 0.765652 -7.76801 
1232 6 2 -1.4247 0.644172 -8.08376 
255 2 3 -0.99835 1.61213 -7.39765 
253 2 2 -1.92866 1.78247 -6.37911 
5474 39 2 -1.94723 2.08538 -7.75542 
279 2 2 -0.987373 0.402853 -7.28751 
3122 24 2 -14.1771 2.91857 -7.48837 
3118 24 3 -11.8407 2.41048 -7.01775 
3119 24 2 -10.4909 3.08533 -8.11829 
2082 12 4 -10.048 2.48054 -7.99564 
2080 12 2 -10.2975 4.07491 -7.50243 
2075 12 2 -9.39141 3.80551 -7.55194 
2081 12 3 -9.59854 2.95315 -7.77592 
2057 12 3 -6.47909 3.23537 -6.90812 
1964 12 3 -8.0551 2.23614 -6.8296 
2058 12 3 -6.66553 3.36178 -7.77718 
1972 12 5 -5.11582 2.12514 -7.62236 
2016 12 2 -5.85456 2.19019 -7.48364 
2063 12 2 -5.31587 3.61738 -8.24588 
1218 6 5 -2.56293 3.51296 -7.62577 
5737 42 2 -3.59527 3.68523 -7.22902 
5736 42 3 -3.65391 2.93007 -7.03308 
5475 39 2 -4.05274 3.67384 -7.34723 
2061 12 2 -4.14473 2.43497 -8.07399 
2060 12 2 -3.95858 3.10539 -6.41566 
1221 6 3 -1.96982 3.99492 -8.16648 
1227 6 3 -0.910367 3.01816 -8.30106 
516 3 4 -0.959126 3.83709 -6.36642 
254 2 3 -1.46035 2.32005 -6.50145 
2055 12 6 -8.69052 5.31601 -7.69079 
2051 12 2 -8.57614 6.19637 -7.42321 
2074 12 2 -8.78589 5.08133 -6.66033 
2079 12 3 -10.2706 4.29877 -6.99705 
2069 12 5 -6.63964 5.94541 -8.17615 
2072 12 2 -6.51084 4.62807 -7.62189 
2048 12 3 -6.54769 6.07853 -8.27521 
2070 12 3 -6.43861 4.77856 -6.95027 
2076 12 8 -7.73482 5.12627 -7.12545 
1976 12 2 -7.95667 4.96456 -7.62878 
2073 12 2 -8.10002 4.68049 -8.08077 
2059 12 2 -6.90359 4.76753 -6.69845 
2067 12 3 -5.22158 4.63218 -7.67444 
2066 12 3 -5.67942 4.4061 -8.32782 
2068 12 2 -4.5722 5.05946 -8.19173 
2065 12 3 -5.82618 4.31345 -8.08741 
2064 12 2 -5.2836 4.21991 -7.32405 
1219 6 2 -2.99248 4.30435 -7.3008 
5738 42 2 -3.17917 6.11638 -7.19279 
5744 42 2 -2.8965 4.31047 -6.8421 
5745 42 2 -2.44601 4.80787 -6.36486 
5477 39 3 -3.14435 5.66895 -7.44975 
5752 42 1 -2.66386 5.71691 -7.1891 
5764 42 1 -0.897027 4.25164 -7.84584 
1098 6 1 -1.73099 5.31479 -7.842 
5750 42 5 -1.82508 6.19857 -6.563 
1097 6 1 -0.0361526 6.10558 -6.61177 
517 3 3 -1.90059 5.76529 -6.39084 
1076 6 2 -0.661292 5.18307 -7.26587 
2052 12 3 -9.34349 6.37148 -8.18643 
2047 12 2 -7.9128 6.32948 -8.23194 
2077 12 3 -8.26278 6.95234 -6.73336 
3087 24 2 -8.37973 7.00605 -7.44486 
5479 39 2 -2.15068 6.33462 -7.43037 
1074 6 3 -0.971874 6.42733 -8.42744 
544 3 2 -0.949925 8.30655 -7.45214 
556 3 2 -1.19048 6.35457 -6.52625 
547 3 3 -0.574995 7.92596 -7.80352 
3086 24 2 -8.6612 9.47068 -7.32688 
3583 26 2 -7.3307 9.66791 -6.83504 
3604 26 2 -6.64474 10.2202 -8.11745 
3559 26 4 -4.81494 10.2376 -7.28429 
494 3 3 -2.88783 9.74014 -7.20272 
498 3 2 -3.19543 10.5324 -6.39616 
497 3 2 -3.76948 9.90725 -6.63496 
3585 26 1 -3.81477 10.0186 -8.37821 
1116 6 3 -0.504823 9.24724 -7.80099 
557 3 3 -0.525987 8.43785 -7.51893 
495 3 3 -2.01915 10.0979 -7.34628 
546 3 2 -0.158493 8.71167 -7.86256 
3554 26 3 -1.88871 9.7025 -7.3791 
3581 26 2 -5.54092 11.5663 -6.48985 
3606 26 3 -4.31175 12.3772 -7.972 
3584 26 1 -6.14234 10.9304 -6.86737 
3598 26 3 -4.36127 11.3613 -7.24598 
569 3 3 -2.53308 11.6008 -8.37451 
496 3 2 -3.18842 10.9214 -8.08299 
3607 26 3 -3.44986 12.5758 -6.52991 
1118 6 2 -0.00172969 12.4388 -7.61459 
499 3 3 -1.46808 11.4222 -6.76262 
3553 26 3 -0.774424 10.6794 -8.25394 
3552 26 2 -0.336379 10.7773 -6.78528 
1123 6 3 -1.07022 14.4906 -7.98645 
1119 6 3 -0.562227 12.8709 -7.11069 
1120 6 3 -1.49707 13.3408 -6.79013 
1122 6 3 -1.37165 13.8423 -7.2607 
1124 6 3 -0.19611 13.8316 -8.37304 
3117 24 3 -11.7014 1.26067 -6.12118 
3109 24 2 -8.88501 0.679465 -6.01377 
1963 12 2 -9.10521 1.55248 -5.83401 
1962 12 2 -9.65452 0.567874 -5.5198 
2013 12 2 -7.18478 1.37737 -5.47388 
2012 12 3 -7.18447 1.36006 -4.28825 
5735 42 3 -3.22266 2.042 -6.19596 
5734 42 3 -3.16712 0.53701 -5.59741 
252 2 3 -2.59392 1.75183 -5.96551 
5765 42 1 -2.23912 1.74455 -4.57575 
251 2 3 -3.57927 1.84105 -6.02156 
256 2 3 -1.65422 1.90832 -5.87497 
257 2 2 -0.534344 1.27999 -5.02174 
5766 42 1 -0.14456 1.07404 -6.28925 
3123 24 2 -13.3834 2.46252 -5.87887 
1989 12 3 -14.0573 3.99717 -4.43164 
3120 24 2 -11.1573 3.24052 -5.49724 
3108 24 3 -8.88891 2.23274 -4.7424 
3072 24 5 -7.6308 3.48066 -5.70715 
2014 12 2 -6.60753 3.24905 -5.94776 
2009 12 2 -6.94757 2.51649 -4.50958 
2056 12 2 -6.07615 3.42092 -6.15927 
2015 12 2 -6.28289 2.72781 -5.17027 
3106 24 2 -5.51365 4.029 -4.22794 
5476 39 2 -4.69663 3.8929 -5.83095 
5775 43 3 -3.42665 3.80736 -4.35212 
5776 43 3 -3.41958 4.07851 -4.61109 
5779 43 3 -2.3086 4.08265 -5.57879 
5778 43 3 -3.30933 3.74829 -5.37434 
5473 39 4 -2.14618 3.44445 -5.43404 
250 2 2 -3.58133 2.55906 -4.32656 
5472 39 2 -1.12757 3.23386 -5.65608 
5780 43 3 -1.54656 4.17755 -4.40784 
3121 24 4 -12.7987 4.8463 -5.74349 
1985 12 3 -14.537 4.93105 -5.49951 
1984 12 3 -14.2074 4.39772 -4.90282 
1986 12 3 -14.6749 4.52858 -5.24923 
1987 12 3 -14.5723 4.69062 -5.40669 
1988 12 3 -14.5187 5.40433 -4.89009 
1978 12 2 -11.195 6.15447 -6.01774 
1982 12 2 -12.3209 5.51262 -5.13969 
1981 12 3 -11.5747 6.12891 -5.39963 
1983 12 2 -12.174 4.98918 -5.43848 
1977 12 2 -9.37784 5.79644 -6.14925 
1979 12 3 -10.4088 5.4931 -5.10835 
3075 24 2 -7.8419 4.4426 -4.90074 
3076 24 5 -6.66643 5.06034 -4.4087 
5740 42 3 -4.26316 6.0903 -5.59908 
2071 12 1 -5.99131 5.23423 -6.18121 
3079 24 2 -4.94815 5.8457 -5.25263 
3078 24 3 -5.76614 5.25056 -5.86643 
5739 42 3 -3.54678 6.00857 -5.8827 
5742 42 2 -3.45748 5.35429 -4.58988 
5741 42 2 -3.93018 5.89317 -4.51604 
5743 42 1 -3.04081 4.92933 -4.89919 
5751 42 3 -2.56858 6.07577 -5.708 
5777 43 3 -4.04402 4.60117 -5.05119 
5746 42 2 -2.04241 4.68296 -4.58854 
515 3 2 -1.47502 4.58413 -4.51952 
1980 12 3 -10.8486 6.41223 -5.70567 
1412 8 3 -12.0925 7.61384 -5.18306 
1411 8 3 -10.8002 7.9624 -5.19021 
2078 12 2 -9.30722 7.04664 -6.0064 
1410 8 3 -9.98003 7.7865 -5.24674 
1409 8 3 -9.74758 8.15513 -5.0448 
1401 8 3 -8.6824 7.36435 -4.21746 
2054 12 3 -8.22345 6.52315 -6.25684 
3080 24 2 -5.62802 6.97536 -5.75831 
3081 24 2 -5.63331 8.37873 -5.5426 
3561 26 2 -4.95521 7.24053 -5.15208 
520 3 2 -0.549581 7.33023 -4.50716 
5749 42 1 -1.40362 7.31203 -5.43677 
518 3 2 -0.861498 8.16326 -5.12545 
519 3 3 -1.14787 7.67154 -5.11553 
1404 8 3 -10.8511 9.86256 -6.01352 
1406 8 3 -10.7613 10.083 -4.93581 
1405 8 3 -10.8084 9.97822 -4.59167 
1407 8 2 -10.423 8.80812 -5.48614 
1403 8 1 -10.0778 10.2795 -4.98747 
1408 8 3 -9.42962 9.05754 -5.30041 
3082 24 2 -6.40649 8.45175 -5.61497 
3084 24 2 -6.46817 10.1324 -5.32789 
3083 24 2 -6.39273 9.16167 -6.12701 
3085 24 2 -7.73951 9.94243 -5.20925 
3560 26 3 -5.37384 10.0279 -4.98474 
3558 26 2 -4.29961 8.59967 -5.92731 
3562 26 3 -5.51029 9.09629 -5.49095 
3587 26 2 -5.13858 10.1068 -4.80136 
3563 26 2 -6.17392 9.80281 -4.48397 
3588 26 4 -3.05893 8.90871 -4.94794 
3557 26 3 -3.06545 8.72777 -5.65909 
5800 43 2 -2.98005 10.1365 -4.42588 
937 5 2 -2.45518 9.20483 -4.90434 
3555 26 3 -3.21239 9.21012 -5.88352 
3556 26 3 -3.2822 8.4971 -5.45049 
500 3 3 -1.30969 9.68619 -5.92861 
503 3 2 -0.0459068 8.7055 -4.93394 
947 5 2 -1.20096 10.0729 -6.04056 
948 5 2 -0.752744 10.3696 -4.3793 
504 3 2 -1.64131 9.99197 -5.00893 
944 5 2 -0.563872 9.6548 -6.28486 
3582 26 3 -6.9303 11.3895 -5.99544 
3596 26 3 -6.42064 11.7833 -6.07278 
3578 26 2 -6.72155 11.7175 -5.83409 
3597 26 2 -5.55904 10.6405 -5.83535 
3593 26 2 -4.89901 11.0678 -4.47004 
3594 26 2 -5.45578 11.682 -5.65494 
3595 26 3 -5.83103 11.6329 -5.22857 
5797 43 2 -3.51984 11.3629 -4.83602 
5798 43 2 -3.06662 11.0225 -4.98269 
3609 26 3 -2.69624 11.959 -5.03758 
5796 43 3 -2.8538 11.1197 -4.27954 
3608 26 3 -2.69755 12.1979 -5.80436 
943 5 2 -1.00237 10.9121 -5.76344 
942 5 2 -0.929287 10.9599 -5.91956 
941 5 3 -1.07892 11.1542 -5.51146 
940 5 3 -1.47665 11.0139 -4.35179 
946 5 3 -0.61351 11.9674 -4.97008 
3579 26 3 -6.44486 13.0162 -5.16731 
3580 26 2 -5.72445 13.1953 -5.31799 
1121 6 2 -1.38342 13.3835 -6.31426 
648 3 2 -1.13026 15.7805 -4.50237 
647 3 3 -1.53775 15.3708 -4.38123 
3191 24 2 -14.8692 0.638287 -2.61563 
3134 24 2 -12.7415 0.230002 -3.39841 
3129 24 2 -12.7804 0.809902 -3.08237 
3128 24 2 -11.7077 0.959305 -4.11438 
3132 24 3 -11.1094 1.53444 -2.77237 
3272 24 1 -11.1637 1.35234 -4.03179 
3133 24 2 -11.8221 1.14884 -2.7281 
3065 24 2 -9.69949 0.620358 -2.44886 
3265 24 3 -8.69571 0.604756 -3.03901 
3266 24 2 -8.96598 0.0787336 -3.69385 
2855 22 2 -10.4932 1.74545 -3.35132 
3071 24 2 -8.2037 1.89228 -2.82681 
1958 12 5 -8.15266 1.33322 -2.90716 
2011 12 3 -7.53392 0.472031 -3.6437 
2010 12 3 -6.78172 0.799407 -3.9771 
3055 24 2 -8.07801 1.00029 -2.50661 
5773 43 2 -4.34952 1.81451 -2.46187 
5771 43 2 -4.38322 1.25362 -2.30598 
5184 36 3 -2.61643 0.393999 -2.81234 
5768 43 2 -3.45793 0.398969 -3.12067 
4063 28 2 -2.14878 1.43032 -2.44991 
4061 28 3 -0.470222 1.97107 -2.47276 
4062 28 3 -0.660547 1.3024 -3.86147 
4773 33 2 -0.0802193 0.682413 -2.21824 
263 2 3 -0.768721 0.168659 -2.69223 
1991 12 2 -13.9317 3.7233 -3.02728 
1992 12 3 -13.1407 3.77639 -2.81906 
1990 12 3 -14.5733 3.30801 -4.08759 
1955 12 2 -12.3038 2.84449 -2.48208 
2854 22 2 -11.4198 3.71385 -2.83778 
2856 22 1 -11.6619 2.79743 -3.53156 
1960 12 2 -8.44463 2.94745 -4.04894 
1961 12 2 -8.57385 2.44535 -3.5387 
1959 12 1 -9.25905 3.34531 -2.4233 
3131 24 2 -10.4558 2.23115 -2.66933 
1954 12 2 -9.58125 3.39722 -2.95946 
2857 22 1 -8.10861 2.24811 -2.60203 
2008 12 1 -7.50761 3.21432 -3.87497 
3101 24 3 -7.54602 3.52163 -3.2292 
3100 24 3 -7.52049 3.55515 -3.28744 
3102 24 2 -6.46032 3.36858 -3.48884 
5772 43 2 -4.39795 2.26271 -2.24662 
2007 12 1 -5.95381 3.31348 -2.39363 
3107 24 2 -6.14691 2.95947 -3.86507 
3105 24 3 -5.27942 3.12036 -3.94991 
3104 24 3 -5.93648 3.089 -4.08788 
5467 39 2 -2.8618 2.96617 -3.48903 
5774 43 2 -4.01435 2.9803 -2.85401 
5468 39 2 -2.60368 3.97936 -3.71203 
5781 43 3 -0.687869 4.20832 -2.72928 
5469 39 3 -1.17651 3.76161 -2.73295 
5784 43 2 -2.08123 3.65013 -3.08013 
5783 43 2 -1.63321 3.94679 -2.25692 
2853 22 2 -11.0096 4.50609 -2.48587 
1417 8 2 -12.5059 6.26371 -2.93082 
5818 43 3 -8.76176 6.06953 -2.603 
3089 24 4 -7.11685 5.26518 -3.18478 
3073 24 2 -7.85683 4.34378 -3.92643 
3074 24 3 -8.3204 4.443 -3.94617 
3090 24 4 -6.67989 5.93153 -3.33799 
5455 39 1 -7.6055 6.31724 -2.3988 
3077 24 2 -6.97501 4.30504 -4.11073 
3103 24 2 -6.56065 4.58829 -3.07557 
3088 24 2 -6.19074 5.38161 -3.81807 
3092 24 3 -5.19985 5.57236 -4.09887 
3093 24 3 -5.8179 4.89489 -2.34388 
3091 24 2 -4.42532 5.80068 -2.39919 
514 3 3 -2.3123 5.73352 -3.05586 
5785 43 2 -3.04147 5.83308 -2.39258 
513 3 3 -2.14779 6.09033 -3.19151 
5747 42 1 -1.47223 5.95673 -3.1815 
5466 39 2 -1.06445 4.24287 -2.1381 
5782 43 3 -0.935439 4.98736 -3.38921 
524 3 2 -0.342058 4.82973 -3.79456 
