1	0	0.00016619	0.0001338	0.00012477	2.476e-05	8.7698e-05	0.00013137	0.00012562	8.9078e-05	3.4023e-05	0.00017205	0.00023907	0.00024264	2.5702e-05	0.00028729	0.00018546	0.00036379	0.00092895	2.1894e-05	0.001042	0.00049111	0.00023898	0.00042887	5.2714e-05	0.00022317	9.4876e-05	8.3177e-05	3.4045e-05	5.8466e-05	0.00013137	0.00010715	8.098e-05	2.977e-05	0.00014117	0.00023472	0.00024264	4.1124e-05	0.00029834	0.00017387	0.00041575	0.0008445	3.6491e-05	0.0011222	0.00058206	0.00018867	0.00034774	1.1296e-05
2	0.011276	0.0013176	0.00091957	0.00079018	0.00023832	0.00077304	0.00097488	0.0007648	0.00051017	0.00043805	0.00093084	0.0016865	0.0016323	0.00023646	0.001663	0.0013851	0.0028713	0.0053626	0.00029922	0.0073643	0.0030467	0.0012075	0.0022139	0.0003577	0.0011728	0.00085145	0.00078424	0.00027546	0.00055542	0.00073635	0.00093845	0.00055876	0.00039977	0.00097496	0.0018821	0.0016896	0.00023646	0.0016795	0.0012461	0.0032481	0.0058411	0.00023354	0.0080557	0.0038743	0.0011446	0.0022719	0.00011672
3	0.022551	0.0033024	0.0023914	0.0020616	0.00047973	0.0017735	0.0023128	0.0024163	0.0013281	0.00111	0.0026822	0.0047509	0.004513	0.00059629	0.0046629	0.0030775	0.0081592	0.015074	0.00075171	0.019959	0.0089673	0.0031696	0.0064099	0.0010392	0.0033356	0.0022405	0.0021745	0.0005633	0.0018482	0.0023923	0.0023572	0.0014293	0.0011908	0.0027131	0.0051508	0.0044778	0.00071452	0.0044695	0.0033904	0.0080488	0.015201	0.0007809	0.019779	0.010495	0.0032073	0.0065722	0.00033135
4	0.033827	0.0067448	0.0047925	0.004046	0.0011885	0.0034365	0.0044423	0.0045334	0.0027412	0.0021307	0.0050865	0.0097323	0.0090879	0.001172	0.0088396	0.0060332	0.016091	0.029473	0.0012188	0.038615	0.016552	0.0062637	0.011707	0.0019203	0.0067045	0.0044349	0.0039569	0.0011204	0.003352	0.004221	0.0046886	0.0025994	0.0021435	0.0054042	0.0097757	0.0086246	0.0014907	0.0084529	0.0062245	0.015487	0.029607	0.0014377	0.039266	0.019344	0.0059241	0.013121	0.00055726
5	0.045102	0.010954	0.007758	0.0064848	0.0017796	0.0056712	0.0074084	0.0078254	0.0044336	0.0034193	0.0082894	0.015522	0.014691	0.0019225	0.014812	0.010061	0.026446	0.047743	0.0021676	0.063434	0.027338	0.0096722	0.019218	0.0031252	0.010921	0.0074368	0.0068591	0.0019004	0.0058238	0.007481	0.0079547	0.0044134	0.0036277	0.008854	0.015892	0.014421	0.0024726	0.014326	0.010565	0.026862	0.048418	0.0025033	0.063634	0.032713	0.0097854	0.020389	0.00087731
6	0.056378	0.016699	0.011392	0.0098624	0.0027391	0.0086302	0.011028	0.01094	0.006527	0.004844	0.01278	0.023542	0.02197	0.0029609	0.021944	0.015382	0.039022	0.07053	0.0032404	0.093723	0.041171	0.014666	0.02732	0.0045711	0.015947	0.011091	0.010145	0.0028474	0.0084743	0.010751	0.01145	0.0066282	0.0054479	0.013627	0.023746	0.021312	0.0034955	0.020265	0.015712	0.039763	0.072325	0.0035396	0.094765	0.047929	0.013873	0.030473	0.0011785
7	0.067653	0.022727	0.015813	0.013873	0.0038069	0.01183	0.015608	0.015669	0.0097419	0.0067621	0.017765	0.032918	0.030162	0.0038194	0.030331	0.021015	0.053749	0.098933	0.0044446	0.13137	0.057114	0.020539	0.039016	0.0066232	0.022677	0.015543	0.014485	0.0036057	0.011898	0.015453	0.016087	0.009175	0.0076212	0.018577	0.032957	0.029765	0.0048269	0.028668	0.022794	0.054561	0.10187	0.0047876	0.13122	0.067573	0.019797	0.042262	0.0013706
8	0.078929	0.030771	0.021491	0.018929	0.004754	0.015461	0.020777	0.020864	0.012653	0.0092458	0.023708	0.042815	0.04067	0.0052021	0.039988	0.028729	0.072595	0.13215	0.0060721	0.1719	0.074221	0.027545	0.052566	0.0086112	0.030239	0.02097	0.01908	0.0053637	0.015964	0.020383	0.02147	0.012106	0.009973	0.024749	0.043854	0.038915	0.0064307	0.037939	0.029013	0.073355	0.13297	0.0062326	0.17179	0.090355	0.026162	0.056646	0.0016756
9	0.090204	0.03932	0.027611	0.023818	0.0065027	0.020249	0.027214	0.027433	0.015896	0.01204	0.030409	0.05566	0.051735	0.0064204	0.051596	0.035996	0.093824	0.16877	0.0076704	0.21843	0.095139	0.03357	0.067809	0.011296	0.039268	0.026716	0.024582	0.0070072	0.020424	0.026975	0.028002	0.015451	0.013307	0.032972	0.057172	0.050588	0.0077518	0.050657	0.036785	0.093649	0.16895	0.008028	0.22044	0.113	0.034501	0.071031	0.0019918
10	0.10148	0.049355	0.034725	0.029688	0.0083844	0.025208	0.034522	0.033659	0.020241	0.015196	0.039228	0.068795	0.065331	0.0081682	0.064502	0.045235	0.11574	0.21015	0.010057	0.27118	0.11881	0.041783	0.082668	0.014003	0.049051	0.033637	0.031099	0.0086104	0.02516	0.033416	0.035299	0.0198	0.016752	0.040384	0.071099	0.064299	0.0098388	0.062303	0.047628	0.11659	0.20947	0.01032	0.26845	0.14073	0.040852	0.089194	0.0024324
11	0.11276	0.060625	0.042612	0.036414	0.010449	0.031143	0.041965	0.041661	0.024363	0.01893	0.047649	0.083844	0.079894	0.010044	0.078082	0.056866	0.13982	0.25223	0.011714	0.3288	0.1467	0.050751	0.10291	0.017584	0.05935	0.040821	0.037828	0.010675	0.030707	0.041101	0.042596	0.024841	0.021107	0.049171	0.087195	0.079157	0.012383	0.077181	0.056704	0.1421	0.25935	0.012706	0.32717	0.17023	0.051078	0.11285	0.0025152
12	0.12403	0.073298	0.051617	0.044521	0.012312	0.037522	0.050027	0.050148	0.030048	0.023297	0.059274	0.10088	0.095369	0.012512	0.093988	0.06764	0.16696	0.30107	0.014771	0.38678	0.176	0.061668	0.12253	0.02083	0.071885	0.048968	0.046089	0.013593	0.037226	0.04909	0.052158	0.030448	0.024671	0.059653	0.1048	0.093936	0.014275	0.092739	0.068829	0.16693	0.30439	0.015348	0.38798	0.20335	0.060788	0.13031	0.003065
13	0.13531	0.085755	0.059911	0.052746	0.015116	0.044343	0.059734	0.05978	0.036947	0.027372	0.068582	0.11856	0.11283	0.015391	0.10992	0.079475	0.19733	0.35422	0.017428	0.45513	0.20436	0.072196	0.14413	0.026048	0.084663	0.058383	0.054624	0.015729	0.04471	0.058099	0.061299	0.035927	0.029851	0.071529	0.12259	0.10976	0.017195	0.10879	0.081428	0.19602	0.35418	0.018413	0.45481	0.23582	0.072523	0.15893	0.0034904
14	0.14658	0.10108	0.070963	0.061275	0.017691	0.052616	0.070416	0.069808	0.042215	0.031641	0.081319	0.13804	0.13249	0.01848	0.12864	0.094625	0.22892	0.40566	0.020501	0.52034	0.23951	0.084472	0.1707	0.030469	0.10033	0.068355	0.063515	0.018657	0.052794	0.069383	0.072013	0.041583	0.034529	0.083635	0.1435	0.12888	0.021446	0.12624	0.09466	0.22937	0.40663	0.021792	0.51711	0.273	0.084761	0.1834	0.0042736
15	0.15786	0.11634	0.082571	0.072284	0.021408	0.061311	0.082222	0.082081	0.048608	0.037489	0.094849	0.15978	0.15235	0.021317	0.14803	0.10822	0.2605	0.46339	0.023719	0.59055	0.27423	0.09759	0.19343	0.035439	0.11631	0.08009	0.073671	0.022615	0.06133	0.079926	0.083818	0.049746	0.041142	0.097496	0.16369	0.14918	0.024571	0.14649	0.11125	0.26154	0.46823	0.025799	0.59276	0.31082	0.097829	0.21332	0.005038
16	0.16913	0.13386	0.095127	0.083893	0.024748	0.071542	0.093101	0.094566	0.057289	0.043635	0.10953	0.18254	0.1731	0.02527	0.16829	0.12314	0.29539	0.52527	0.028397	0.66334	0.31035	0.11195	0.22424	0.041437	0.1328	0.092516	0.085764	0.026555	0.070581	0.091777	0.098545	0.057844	0.046641	0.11159	0.18593	0.1705	0.028869	0.16559	0.12643	0.29484	0.52829	0.030492	0.66696	0.35267	0.11213	0.24135	0.0056291
17	0.18041	0.15303	0.1091	0.096717	0.029233	0.081517	0.10636	0.1092	0.065132	0.050218	0.12391	0.20623	0.19928	0.029696	0.19145	0.14207	0.33618	0.58107	0.033951	0.73534	0.34546	0.12556	0.25553	0.048463	0.15018	0.10554	0.099863	0.030334	0.080773	0.10369	0.11131	0.06682	0.053574	0.1274	0.21237	0.19499	0.033063	0.18856	0.14348	0.33503	0.58545	0.035338	0.73943	0.39643	0.12878	0.27247	0.0067135
18	0.19168	0.17418	0.12364	0.11097	0.034472	0.092314	0.12154	0.12497	0.075595	0.05826	0.14306	0.22843	0.22236	0.034107	0.21162	0.16171	0.37348	0.64716	0.039994	0.81292	0.38789	0.14296	0.28999	0.055327	0.17062	0.11899	0.11249	0.035562	0.091232	0.11889	0.12724	0.075457	0.060995	0.14625	0.23667	0.2187	0.039232	0.21458	0.16343	0.37263	0.65072	0.041038	0.81235	0.44011	0.14257	0.30787	0.0078243
19	0.20296	0.19292	0.13839	0.12517	0.039771	0.10344	0.1358	0.14177	0.084668	0.066298	0.15926	0.25654	0.24945	0.040795	0.23932	0.18193	0.40999	0.70875	0.045387	0.89468	0.42696	0.15923	0.31821	0.063197	0.1902	0.13452	0.1271	0.041591	0.10394	0.13386	0.14359	0.086446	0.071674	0.16261	0.26394	0.2448	0.044187	0.23497	0.18332	0.41251	0.71603	0.048044	0.8936	0.48301	0.1641	0.34276	0.009417
20	0.21424	0.21598	0.15785	0.14086	0.046432	0.11809	0.15365	0.15748	0.09609	0.076173	0.17834	0.28549	0.27631	0.04703	0.26416	0.20253	0.44986	0.77998	0.05378	0.96866	0.47042	0.18147	0.35298	0.072779	0.21501	0.15171	0.14494	0.048719	0.11695	0.15064	0.16087	0.098775	0.079635	0.18355	0.2937	0.27254	0.051291	0.26379	0.20322	0.45042	0.78106	0.054795	0.97164	0.5316	0.18512	0.3794	0.0099329
21	0.22551	0.24028	0.17434	0.15853	0.053501	0.13162	0.17034	0.17861	0.10814	0.084837	0.19969	0.31365	0.30413	0.053877	0.29168	0.22736	0.49279	0.84168	0.060465	1.039	0.51111	0.19921	0.39177	0.083224	0.23874	0.16903	0.16184	0.05537	0.13228	0.16857	0.17856	0.11059	0.089604	0.20539	0.32348	0.30118	0.05947	0.29218	0.2275	0.49487	0.8435	0.063735	1.0461	0.57745	0.20315	0.42059	0.012211
22	0.23679	0.26528	0.19381	0.17669	0.060743	0.14648	0.18836	0.19815	0.12265	0.097361	0.22219	0.34489	0.334	0.062076	0.31907	0.25086	0.53683	0.91112	0.069413	1.1193	0.55533	0.2223	0.42857	0.095243	0.26351	0.18915	0.18049	0.063315	0.1468	0.18555	0.20102	0.12369	0.10172	0.22681	0.35553	0.32886	0.067869	0.31569	0.2515	0.53829	0.91072	0.072843	1.1273	0.62322	0.22656	0.45724	0.014888
23	0.24806	0.2916	0.21544	0.19695	0.070112	0.16243	0.20822	0.22006	0.13739	0.10893	0.24385	0.37883	0.36554	0.070655	0.34812	0.27528	0.57579	0.97425	0.079251	1.1923	0.59795	0.23932	0.46503	0.10849	0.29005	0.20783	0.20104	0.07251	0.16348	0.2041	0.22226	0.13927	0.11294	0.25006	0.3862	0.36242	0.077616	0.34907	0.27895	0.57902	0.97777	0.082754	1.1955	0.67127	0.24759	0.49431	0.016774
24	0.25934	0.3201	0.23778	0.21714	0.080347	0.17973	0.23029	0.24299	0.15253	0.12109	0.27052	0.41085	0.39782	0.081548	0.37822	0.30399	0.62426	1.0379	0.090308	1.2628	0.65122	0.26494	0.50504	0.12253	0.31957	0.23038	0.22286	0.081823	0.18342	0.22779	0.24577	0.15514	0.12595	0.27487	0.42059	0.39321	0.086874	0.37655	0.30496	0.63156	1.0418	0.094416	1.268	0.71966	0.27158	0.53928	0.019651
25	0.27061	0.34829	0.26176	0.24239	0.092303	0.20073	0.25193	0.26718	0.17054	0.13663	0.29575	0.44417	0.43159	0.09297	0.41072	0.33154	0.66181	1.1039	0.10382	1.3329	0.69964	0.28813	0.54544	0.13784	0.3477	0.25381	0.24622	0.094689	0.20089	0.2496	0.26998	0.17232	0.14132	0.30277	0.45517	0.42568	0.09936	0.40809	0.33109	0.67675	1.1025	0.10606	1.3402	0.76689	0.301	0.58124	0.023367
26	0.28189	0.38297	0.28726	0.26598	0.10395	0.2212	0.27531	0.29276	0.18851	0.1512	0.32246	0.47823	0.46656	0.1058	0.44352	0.36288	0.70951	1.1654	0.11889	1.3971	0.74339	0.31496	0.5916	0.153	0.38054	0.27809	0.27193	0.10717	0.22409	0.27183	0.29624	0.19259	0.15994	0.33274	0.49077	0.46005	0.11227	0.44356	0.36205	0.71686	1.1659	0.12139	1.4064	0.8139	0.32532	0.62249	0.027313
27	0.29316	0.41383	0.31417	0.29312	0.11816	0.24281	0.29914	0.3235	0.21088	0.17088	0.35401	0.51569	0.50622	0.12007	0.47793	0.39258	0.75833	1.226	0.13265	1.4646	0.79464	0.33925	0.63269	0.17245	0.41318	0.30545	0.29661	0.12066	0.24601	0.29764	0.3266	0.21351	0.17764	0.36123	0.52719	0.49691	0.12716	0.47277	0.39411	0.76477	1.2265	0.13682	1.4724	0.85645	0.3574	0.67205	0.031994
28	0.30444	0.44785	0.34177	0.322	0.13365	0.26944	0.32724	0.35175	0.23447	0.1903	0.38737	0.55114	0.53852	0.13648	0.51206	0.42985	0.80406	1.2845	0.14926	1.5203	0.84607	0.37046	0.67221	0.19401	0.44657	0.33425	0.32633	0.13746	0.27004	0.3235	0.35613	0.23602	0.19611	0.39166	0.56684	0.5359	0.14406	0.51085	0.42404	0.80721	1.2768	0.15212	1.5285	0.90679	0.38366	0.7063	0.03684
29	0.31572	0.48181	0.37481	0.35175	0.15243	0.29125	0.35305	0.38321	0.25841	0.21144	0.41987	0.59358	0.57846	0.15451	0.54573	0.46119	0.84373	1.3432	0.16938	1.5808	0.88553	0.39981	0.71861	0.21516	0.48315	0.36301	0.3597	0.154	0.29687	0.3534	0.38864	0.26175	0.21753	0.42373	0.60698	0.57279	0.1623	0.54466	0.46125	0.85447	1.3342	0.17408	1.5801	0.95702	0.41465	0.76007	0.042958
