0.81016	0.0081881	0.81059	0.0017027
0.68693	0.018624	0.74805	0.0037077
0.7798	0.016898	0.80285	0.0058266
0.70638	0.016329	0.76404	0.0054748
0.64839	0.016768	0.73075	0.0044127
0.69353	0.020324	0.74971	0.0096997
0.63022	0.018223	0.70584	0.0058671
0.67601	0.020712	0.74326	0.0053964
0.72319	0.014012	0.76448	0.0063518
0.6822	0.021302	0.74799	0.0058258
0.76772	0.015976	0.79738	0.0063193
0.67001	0.024495	0.74139	0.010618
0.73042	0.011485	0.77847	0.004229
0.72765	0.017394	0.77928	0.0069417
0.63208	0.030918	0.72013	0.011581
0.62206	0.050578	0.70805	0.014331
0.71883	0.013548	0.77224	0.0053257
0.68607	0.015685	0.76319	0.0051103
0.52153	0.047689	0.64584	0.017174
0.71606	0.025271	0.77491	0.010716
0.72969	0.024095	0.80208	0.0096437
0.74808	0.022756	0.80152	0.0092925
0.63121	0.035805	0.70911	0.012044
0.73233	0.019976	0.8015	0.0044053
