1	12
2	12
3	6
4	6
5	1
6	1
7	6
8	6
9	7
10	6
11	6
12	7
13	7
14	1
15	1
16	6
17	12
18	6
19	1
20	6
21	6
22	7
23	7
24	8
25	7
26	6
27	12
28	6
29	6
30	6
31	1
32	6
33	8
34	6
35	1
36	7
37	7
38	6
39	6
40	6
41	6
42	6
43	6
44	8
45	8
46	9
47	7
48	6
49	1
50	1
51	1
52	6
53	6
54	6
55	6
56	6
57	1
58	1
59	6
60	6
61	1
62	1
63	6
64	1
65	1
66	6
67	6
68	6
69	6
70	1
71	6
72	1
73	6
74	1
75	1
76	6
77	6
78	6
79	6
80	6
81	1
82	1
83	1
84	1
85	6
86	6
87	7
88	6
89	1
90	6
91	6
92	9
93	1
94	7
95	6
96	6
97	7
98	8
99	1
100	1
101	6
102	6
103	6
104	1
105	1
106	1
107	1
108	1
109	1
110	7
111	6
112	6
113	6
114	8
115	6
116	6
117	6
118	6
119	1
120	1
121	6
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	6
146	8
147	6
148	6
149	6
150	6
151	8
152	12
153	6
154	12
155	9
156	12
157	12
158	1
159	6
160	8
161	7
162	12
163	6
164	6
165	1
166	6
167	6
168	6
169	6
170	6
171	1
172	6
173	1
174	6
175	6
176	1
177	1
178	1
179	1
180	6
181	6
182	1
183	6
184	6
185	1
186	6
187	6
188	1
189	1
190	1
191	1
192	1
193	1
194	6
195	1
196	1
197	1
198	1
199	1
200	1
201	6
202	8
203	6
204	6
205	6
206	6
207	6
208	6
209	6
210	6
211	6
212	6
213	6
214	1
215	6
216	1
217	1
218	1
219	6
220	1
221	6
222	1
223	6
224	6
225	6
226	6
227	6
228	6
229	12
230	6
231	6
232	6
233	1
234	1
235	6
236	6
237	6
238	1
239	1
240	1
241	1
242	6
243	1
244	6
245	6
246	6
247	6
248	12
249	1
250	6
251	6
252	1
253	6
254	1
255	1
256	1
257	1
258	6
259	6
260	6
261	6
262	1
263	1
264	1
265	6
266	1
267	1
268	1
269	1
270	8
271	1
272	1
273	1
274	6
275	6
276	6
277	12
278	6
279	6
280	6
281	1
282	6
283	6
284	1
285	1
286	7
287	6
288	8
289	6
290	1
291	1
292	6
293	1
294	6
295	1
296	6
297	6
298	6
299	1
300	1
301	1
302	1
303	1
304	6
305	6
306	11
307	1
308	6
309	1
310	1
311	6
312	6
313	6
314	6
315	6
316	1
317	1
318	6
319	6
320	6
321	6
322	1
323	6
324	7
325	6
326	1
327	1
328	1
329	1
330	1
331	1
332	1
333	1
334	6
335	10
